stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,0,1,1,48,1,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.56,2.82,0,0,0,0,0,0,0,0,0,0,2.25,0,0.28,0,0,0,0.28,4.23,3.1,0.28,0,0.85,0,0,1.97,0,0.28,0,0,0
21Day,0,0,0,2.96,2.22,0.74,0,0,0,0,0,0,0.37,0,0,0.37,0,0.37,0,0,0,0,1.11,0.74,0.37,0,1.48,0,0,0.37,0,0,0,0.37,0
3Month,0.1,0.1,0.1,10.3,0.1,0,0.1,0.31,0.31,0,2.5,0.42,0,1.04,1.35,1.04,0.31,0.62,0.1,0.1,0.21,0.42,0.73,0,0.21,0.1,0.1,0.31,11.75,0.21,0,0,0.31,68.86,0.62
22Month,0,0.27,0.27,4.24,0,0,0,0,0.27,0.27,8.34,0,0,1.09,0.14,0,0.41,0.41,0,0.14,0,0,0.27,0.14,0.14,0,0,0,5.88,0.14,0.27,0,0,0.14,0.27
