stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,1,20,0,0,3,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,0.56,0.28,0.85,0,0,0,0,0,0,0,0,0,0.28,0.56,0,2.25,0,0,0.28,0.28,22.55,9.58,0,0,1.41,0.28,0,0.85,0,0,0.56,0,0,0
21Day,0.74,0.37,0,2.59,0.37,1.48,0.74,0.37,0,0,0,0,0,0.37,0,0,0.74,0,2.59,0,0,0.74,0,12.58,3.33,0.37,0,0.74,1.48,0,0.37,0.37,0.37,0,0,0,0.74
3Month,0,0.42,0,2.08,0,0,0,1.04,0.1,0,0,1.98,0.62,0.1,0.73,0.31,0.42,0.21,0.73,0.31,0.1,0,0,0.1,0,0.21,0.31,0,0.1,4.78,0,0,0,0,0.21,5.41,0.83
22Month,0,0.41,0.14,0.41,0,0,0.14,0,0.68,0.41,0,3.69,0.14,0.27,0.14,0,0.14,0.55,0.55,0.14,0.14,0.14,0,0.41,0,0.41,0.14,0,0,0.41,0,0.14,0,0,0,0,0.41
