stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,533,39,0,17,0,12,0,4,0,1,0,6,1,0,1,0,27,5,77,178,0,0,0,1,129,330,0,0,5,0,0,0,0,0,1,0,0,0
72hpf,532.69,28.75,0,13.81,7.05,26.21,0,6.76,0,0.28,0,0,0.56,0,7.05,0,33.26,14.09,2.54,79.48,0,2.82,11.27,0,88.5,58.62,0.56,0,101.47,5.92,1.41,6.2,0.28,0,1.69,0,0,0.28
21Day,906.47,25.53,1.48,52.91,4.81,88.8,0,90.28,0.37,1.11,0.74,0,4.81,1.48,10.36,4.44,3.33,32.56,9.62,190.17,0,0,71.78,0,81.4,89.91,0.37,2.59,117.29,79.92,1.85,12.95,5.18,10.36,5.92,0.74,0,4.81
3Month,48.37,20.28,0.62,13.83,0.21,0,3.85,8.84,1.35,1.35,0.31,0,11.44,2.81,0.42,4.78,1.35,4.68,1.46,30.58,0.94,0,10.61,0.94,2.08,0.21,0.21,1.14,2.18,16.02,15.39,1.25,0,0,0.42,1.56,1.04,2.08
22Month,40.58,16.94,0.14,5.47,0.14,0,0.96,5.06,0.14,3.01,1.78,0,28.56,1.78,0.96,3.69,0.96,0.68,3.28,11.48,0.55,0.41,8.88,0,1.23,0.68,0.41,0.55,0.41,3.01,13.8,4.24,0.14,0,0,0.14,0,0.41
