stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,1,0,9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,4,16,0,0,0,0,6,155,0,0,4,0,0,0,0,0,0,0,0
72hpf,1.69,0.56,0,2.54,0.56,1.41,0,0,0,0,0,0,0,0,0,0.85,0,1.13,3.95,0,8.17,0,0,0,0.28,25.08,13.81,0,0.28,3.1,0.85,0.28,1.13,0.28,0.28,0,0,0
21Day,3.33,0,0,4.81,0,0,0,0.74,0,0,0,0,0,0,0,0.74,0.74,0,2.22,0.37,4.44,0,0,0.74,0,6.29,6.29,0,0.37,3.33,0.74,0,0.37,0.37,0,0,0,0.37
3Month,0,1.25,0.52,10.61,0.1,0,0.21,0.52,0,0.94,1.46,0.1,0,9.67,2.08,0.83,3.54,0.62,4.26,4.26,5.82,1.14,0,0.83,1.04,0.73,0.1,0.52,0.62,0.1,0.21,24.76,0.42,0,0.21,1.25,1.25,4.16
22Month,0.14,0.82,0.55,3.69,0,0,0.14,0.55,0.14,0.82,2.87,3.55,0,14.35,1.78,1.5,9.43,0.14,0.55,3.01,5.6,0.41,0.27,1.37,0.14,0.27,0.14,1.09,0.55,0.27,0.27,5.47,0.68,0,0,0.14,0,0.55
