stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0
72hpf,0.28,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,4.79,0,0,0,1.41,0,0,0,0,6.76,0,0,0,0,0,1.69,0,0,0
21Day,0.37,0.37,0,0.74,0.37,0.37,0,0,0,0,0.37,0,0.37,0.37,0,0.37,0,9.99,0,1.48,0,1.85,0.37,0,0,0,14.8,1.11,0,0,0,0.74,0.74,0,0,0
3Month,0,0.21,0.21,1.25,0,0,0.1,0.31,0.83,0,3.33,0.94,0.31,0.73,0.31,0.52,0.31,10.3,3.02,0.21,0.21,0.1,0,0,0.42,0,0.21,0.21,1.46,0.1,0,0,0,0.21,39.42,0.52
22Month,0,0.41,0.27,0.55,0,0,0,0,2.05,0.14,2.73,0.27,0.14,0.55,0,0.27,0.82,4.78,0.14,0.14,0,0,0,0.14,1.09,0.14,0,0,0.27,0,0.14,0,0,0,0.27,0.14
