stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,0,0,0,3,22,0,0,2,0,0,0,1,0,0,0
72hpf,0.56,0.85,0,1.13,0.85,0.28,0,0,0,0,0,0,0,0,0,0.56,1.69,0.28,1.41,0,0.28,0,0,2.82,4.23,0,0,5.36,0,0,1.69,0,0,0,0
21Day,1.11,1.11,0,3.7,0.74,0.74,0,0.74,0,0,0,0,0,3.33,0.74,1.11,1.85,6.29,6.29,0,0,1.85,0,2.22,1.11,0,0,2.22,0,0,0.74,0.37,0,0,0.74
3Month,0,0.94,0.21,4.68,0,0,0.1,0,0.83,2.08,0,10.82,1.77,0,4.06,0.31,2.5,5.82,3.43,0.42,0.1,0.73,0.52,0.1,0,0.31,0.1,0.1,0.83,2.29,0.1,0,0.73,1.87,0.62
22Month,0.14,2.05,0,1.64,0,0,0,0,0.55,1.64,0.68,14.07,0.55,0.27,3.69,0.14,0.41,3.83,3.14,0,0.55,0.55,0.14,0.14,0.14,0.14,0,0,0,0,0,0,0.27,0,0.68
