stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,9,0,0,0,0,4,48,0,0,1,0,0,0,0,0,1,0,0,0
72hpf,0.28,0.85,0,0.28,0.28,0,0,0,0,0,0,0,0.28,0,0.28,0.85,0.56,2.82,0,0.28,0,0.28,8.17,5.92,0,0,2.25,0,0,0.28,0,0.28,0.28,0,0,0
21Day,0.74,0,0,1.48,1.48,0,1.11,0,0,0,0.74,0,0.37,0,0.37,1.11,1.11,1.85,0,0,0.37,0,2.22,2.59,0,0.74,0.37,0.74,0.74,0,0.37,0.74,0,0,0,0.37
3Month,0,0.42,0,2.81,0,0.1,0.1,0.52,1.66,0,3.85,0.21,0,1.56,0.1,1.66,1.35,0.94,0.1,0,0.21,0.42,0,0,0.1,0.42,0.21,0.31,13.52,0.1,0,0,0,0.42,4.06,0.42
22Month,0,0.14,0.27,0.27,0,0.14,0,0.14,0.82,0.27,7.11,0.14,0.27,2.19,0.27,0.41,1.09,1.23,0,0,0,0,0,0,0.14,0.14,0,0,2.32,0,0,0,0,0.14,0,0.14
