stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,15.5,0,0,0,0,0,0,0,0,0,0,0,0.28,7.61,0,0.56,0,0.28,0,0,10.43,0,0,0,0,0.56,0,0,0,0,0.28,0,0,0
21Day,0.37,0,0,5.55,0,0.37,0,0,0,0,0,1.11,0,0,0.37,0,7.03,0,2.22,0,0.37,0.74,0,3.33,1.11,0.37,0.37,0,1.85,0.37,0,0,0,0,0,0,0.37
3Month,0.21,0.52,0.94,9.99,0.21,0,0.62,0.1,0.1,0.83,1.25,207.2,1.35,0.1,3.95,0.83,7.18,1.04,6.76,1.66,0.52,1.46,0.83,0.52,0,3.22,0.21,0,0.21,3.33,4.99,0.31,0,0.1,1.04,42.23,1.14
22Month,0,0,0.27,1.09,0.14,0,0.82,0,0,0.27,1.09,128.72,0,0.14,0.68,0,1.09,0,1.5,0,2.46,0,0,0.55,0.14,1.78,0.14,0.14,0,0.27,0.68,0.14,0.14,0,0,0.14,0.27
