stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,3,10,1,0,0,0,1,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,1.13,0.28,0,0,0.28,0,0,0,0,0,0.85,0,2.54,0.85,0,0.28,0,0,0,0,5.07,6.48,0.28,0,0,2.82,0,0,0,4.51,0,0.28,0,0,0
21Day,0.37,0,0,1.11,0,2.59,0,0.74,0.37,0.37,0,0.37,1.11,2.22,0,0.74,1.85,0,1.11,0,0,0,0,1.48,1.11,1.11,0,0,0.37,0,0,0,0.74,0.37,2.96,0,0,0.74
3Month,0,0.31,0.31,27.15,0.1,0,0.73,0.1,7.8,17.06,0,3.43,24.76,0.52,2.29,2.91,1.14,1.46,2.08,0.62,0.21,11.03,0.73,1.25,0.31,5.72,0.1,0,0,0.42,0.21,14.67,1.25,0.1,0.31,0.52,19.87,7.18
22Month,0,0.14,0.27,4.37,0,0,0.27,0,3.83,25.42,0.27,8.47,8.47,0.27,0.55,0.14,0,0.82,0.55,0,0.14,2.32,0.14,0.55,0,1.91,0.41,0.68,0,0.14,0,3.83,3.55,0,0.27,0,0.14,1.64
