stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,4,19,0,0,0,1,0,0,0,0,0,0,0,0
72hpf,1.69,0,0,0.56,0,0.28,0,0.28,0,0,0,0,0.28,0,1.13,0,1.13,0.56,0,2.82,0,0.85,0,0.85,5.92,14.37,0,0,0,1.69,0,0,0.28,0.28,0,0,0,0
21Day,8.88,0.37,0,2.59,0,1.11,0,4.81,0,0,0,0,4.07,0,2.96,0,0.37,2.22,0.37,11.47,0,0,0.74,0,10.36,11.47,0.37,0.37,0,4.07,0.74,0,1.48,0,0.74,0,0,0
3Month,0.21,0.42,1.66,7.59,0,0,1.87,1.04,3.74,2.18,0,0,440.1,4.37,1.25,8.43,1.56,2.91,1.56,7.7,0.94,0.62,1.14,0.73,0.73,0.21,1.14,0.73,0,0.21,6.55,21.53,0.1,0,0.31,1.56,2.6,23.09
22Month,0.82,1.64,1.78,2.87,0.14,0,1.23,0.68,0.82,2.87,1.09,0,652.23,0.55,3.28,4.37,0.27,0.41,3.14,15.44,0.41,14.89,1.5,0.14,1.09,0.68,1.37,0.55,0.82,0,0.82,7.79,0.55,0.55,0,0.55,0,5.74
