stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,2,120,0,0,28,0,0,0,0,0,0,0,0,0
72hpf,3.1,0,0,0.85,1.41,1.13,0,0,0,0,0,0,0,0,0,0.28,1.13,0.28,9.58,0,0,0,0.28,7.89,48.2,0,0,57.22,0.56,0,9.02,0,0,17.19,0,0,0
21Day,3.33,0.37,0,0.74,0,2.22,0,0.37,0.37,0,0,0.37,0,0.37,0,0,0.37,0.37,9.25,0,0,1.48,1.11,2.96,16.65,0,0.74,19.24,3.33,0,8.51,0.37,0.37,15.54,0,0,0
3Month,0.31,0.31,0.52,3.02,0.1,0,0.21,0,0.94,1.66,0,80.2,0.83,0,11.65,0.52,0.94,1.25,23.2,4.16,0.1,0.83,62.41,0.42,0.62,0.1,1.04,5.3,2.6,3.22,2.39,0,0,1.14,0.52,0.62,1.04
22Month,0,0.27,0,0.41,0,0,0.68,0,0,0.96,0.14,38.95,0.14,0.27,2.19,0,0,0.68,20.77,0.68,0.68,0.14,1.91,0.27,0.68,0,0.14,1.09,0.68,0.27,3.96,0,0,0,0.14,0,0.55
