stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,14,1,0,14,2,0,0,0,0,0,0,0,0,0,0,0,2,2,4,141,0,0,0,1,86,315,1,0,28,0,0,0,1,0,0,1,0,0,0
72hpf,9.3,1.97,0,10.71,7.61,1.97,0,0,0,0,0,0,0,0,0.85,0,2.54,11.56,0.28,80.33,0,1.13,2.54,0.56,124.01,93.01,1.69,7.89,166.29,1.41,0,0,42,0.28,1.13,2.25,0,0,0
21Day,11.1,0.37,1.48,10.36,1.48,6.66,0,0.74,0,0,1.85,0,1.11,0,5.92,0.74,1.85,5.55,1.11,37,0,0.37,8.14,0,78.44,43.66,0.74,1.85,51.06,3.7,0,0.37,14.06,2.59,6.29,1.85,0,0,1.48
3Month,0.21,3.54,0.42,44.62,0.62,0,0.73,0,0.1,3.12,19.76,0,79.47,5.2,1.04,19.35,1.87,5.41,3.64,19.14,7.07,0,15.39,13.94,4.06,0.83,7.18,6.45,13.31,1.46,0.1,7.91,3.12,0.1,0,0,8.43,42.02,5.3
22Month,0.41,2.87,0.55,34.71,0.55,0,0.41,0,0,1.78,17.08,1.37,171.9,2.05,0.82,40.86,0.68,1.37,3.96,7.38,0.41,3.55,9.29,1.23,3.14,0.82,4.51,1.23,6.15,0,0,3.14,7.38,0.68,0,0,2.6,0.14,2.73
