stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,3,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,5,0,0,0,0,15,41,1,0,0,0,0,0,0,0,4,0,0,0
72hpf,1.41,2.25,0,1.13,0.56,0.28,0,0,0,0,0,0,0,0,0.56,0,1.41,1.97,2.54,2.82,0,0.28,0.28,0.85,97.8,9.3,0.56,0.56,0,2.25,0,0.85,2.54,0.28,5.92,0,0,0
21Day,1.48,1.11,0.37,5.55,0.37,2.22,0,1.85,0,0.74,0,0,0.37,0,0,0.37,0.37,1.85,2.96,5.92,0,0,0.37,0,52.17,5.55,0.37,1.48,0,2.96,2.22,3.7,0.74,1.11,1.48,0,0,0.37
3Month,0.31,1.25,0.21,4.89,0.73,0,0,0.52,0.94,1.87,0.1,0,4.68,4.78,0.31,0.94,0.94,2.7,15.08,3.43,0.83,0,0.83,0.31,3.43,0.52,2.39,0.21,0,0.52,1.14,53.67,0.62,0,0.62,0.94,2.91,0.52
22Month,0,1.23,0.41,1.78,0.14,0,0.27,0.41,0.14,4.78,2.05,0,12.98,2.19,1.78,1.23,0.27,0.68,11.07,3.01,0.14,0.55,0.27,0,2.32,0.14,1.23,1.09,0.27,0,0.14,15.71,0.82,0.55,0.14,0,0.14,0.82
