stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,0.85,23.68,0,0.28,0,0,0,0,0,0,1.13,0,0,15.78,0,3.38,0,0,0,0,5.07,5.64,0,0,0,2.25,0,0,0.56,0,0,0,0,0,0
21Day,2.96,0,0,32.56,40.7,0,11.84,0,0.74,0,0,0,0,1.11,0,1.11,49.21,0.37,11.84,0,0,1.48,0,3.7,4.07,0,0,0,1.11,2.22,0,1.85,0.74,0.74,1.85,0,0,0
3Month,0.21,7.59,0.31,18.1,0,0.21,0,1.04,1.35,2.39,0,4.99,2.08,0.52,2.91,1.25,1.35,1.56,6.14,1.66,0.1,0.73,0.31,0.21,0,0.1,0.1,0,0.1,1.77,1.98,0.42,0,0,0.1,180.37,1.04,0.94
22Month,0.41,12.3,0.41,9.7,0,0.27,0,0.14,0.82,0.68,2.6,158.51,0.68,0.41,0.82,0.41,0.27,0.41,1.78,0.14,1.37,0.55,0,0.27,0,0,0,0.41,0.14,0.27,0.41,0.14,0,0,0,43.45,0,0.27
