stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16,2,0,69,0,1,0,0,0,0,0,0,0,0,0,7,7,0,48,0,0,0,0,8,250,0,0,0,1,0,0,0,0,0,0,0,0
72hpf,8.46,0,0,19.73,0.56,2.25,0,0.28,0,0,0,0,0,0,0,3.95,32.13,0.56,21.98,0,0,1.13,0,112.74,18.6,0,0,0,33.26,0,0,6.2,0,0,0,0,0
21Day,11.1,0,2.59,13.32,0,1.11,0,0,1.11,0.37,0,1.11,0,0.37,0.37,0.37,9.99,0.37,16.65,0,0,1.48,0,5.92,1.85,0.37,0,0,26.64,2.22,0.74,0.74,0.37,0.37,0,0,0
3Month,0.62,0.31,7.91,27.77,0,0,0.21,0,5.51,0.62,0.1,3.74,1.04,0,5.51,1.46,21.32,1.56,12.07,0.42,0,6.35,1.56,0.62,0,0.83,0.21,0,0.1,0.73,6.03,0,0,0,0.31,7.39,0.83
22Month,0.27,0.55,3.83,4.92,0,0,0,0,3.42,0.68,0.27,7.11,0.27,0,3.55,0.41,1.91,1.23,7.38,0,0.14,1.91,0.27,0.27,0,0.27,0.41,0.27,0.14,0,5.74,0,0,0,0,0.14,0.14
