stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,0,0,0,0.28,0,0,0,0,0,0,0.28,0,0.28,0,0,0,17.19,0.85,0,0.28,0.85,0,0,0.28,1.97,1.13,0,0,0
21Day,0.37,0,0,0.74,0,0,0,0,0,0,0.37,0,0,0.74,0,0,0,7.03,0.37,0,0,0.37,0,0.37,0,1.48,1.85,0,0,0
3Month,0,0.31,0,0.73,0,0.1,0,0,2.18,0.31,0.31,0.21,0.1,0.42,0.1,0,0,0.94,0,1.66,0.42,0,0.31,2.08,0.1,0,0,0.21,1.04,0
22Month,0,0.14,0.14,0.14,0,0,0.14,0.14,4.51,0,0.41,0,0.14,0,0,0.14,0.14,0.55,0,1.09,0,0,0,0.82,0.14,0.68,0,0,0,0.14
