stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.25,0,0,0.85,0.28,0.56,0.28,0,0,0,0,0,0.28,0,0.28,2.82,0.28,0.28,0,0.28,0,0,59.75,1.69,0,0.28,0.56,0,0,0,0,0,0,0,0,0
21Day,5.55,0,0,5.18,0,5.92,4.44,0,0,0,0,0,4.44,0.74,0.37,2.96,0.74,7.4,0,0.74,0,0,88.8,1.11,0.37,0.37,0.37,3.33,0,2.22,0,1.48,0.37,0,0,0.74
3Month,0.31,0.21,0.1,4.16,0,0,0.52,0.83,0.73,0.1,1.35,1.14,0.31,0.94,1.04,0.83,0.83,8.74,2.39,0,1.77,0.1,8.63,0,1.66,0,0.1,0,2.39,0.94,0,0,0.42,0.1,0.31,6.35
22Month,0,0.14,0.41,2.87,0,0,0.14,0.14,0.55,8.61,5.6,0.41,0.14,1.23,0,0.27,0.55,3.01,0,0.27,0,0,12.3,0.41,1.37,0,0.14,0.27,1.64,3.28,0.14,0,0,0,0,3.01
