stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,6,60,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.07,0.56,0,2.54,0.56,5.64,0,0,0,0,0,0,0,0.28,0,1.97,5.36,0.56,11.27,0,0.28,0.56,0.56,607.66,48.48,0.85,9.02,0,9.86,0,0,10.71,0.28,0.56,2.25,0,0,0
21Day,1.85,0,0,2.22,1.11,3.7,0,0,0,0,0,0.74,0,0.37,1.48,0,1.11,0,6.29,0,0,2.59,3.33,121.36,15.54,0.37,2.96,0,2.96,5.18,0.37,2.59,0.37,1.11,1.48,0,0,0.74
3Month,0.1,0.31,0,3.22,0.52,0,0,0,0.42,0.73,0,4.37,0.52,0.1,1.04,0.1,0.94,0.21,1.66,2.7,0,0.42,15.5,1.87,0.31,0.52,0.42,0,0,0.1,3.85,0.21,0,0,0.73,0.21,0.42,0.52
22Month,0.41,0.27,0.14,4.1,0.14,0,0.27,0.14,0,1.64,0.82,17.35,0.96,0.27,1.5,0,0,0.14,1.37,0.27,0.96,1.23,0.14,2.32,0.14,0.41,0.96,0.27,0,0,5.33,0.55,0.14,0,0,0.14,0,0.14
