stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,20,0,0,12,2,0,0,0,2,0,0,0,1,0,4,2,13,10,0,0,0,1,10,272,0,0,8,0,0,0,0,0,1,0,0,0
72hpf,5.92,0.56,0,18.32,2.82,2.25,0.28,0,0.56,0,0.28,0,0,0,23.68,6.48,1.13,19.73,0,13.53,0.28,0.28,265.22,37.49,1.41,0.85,8.17,2.25,0,8.46,0.85,0.28,0,0,0,0
21Day,5.92,0.37,0,18.5,3.33,5.55,3.33,0.37,5.55,0,2.59,0,2.59,0.74,0.37,3.7,1.11,23.31,0,0.37,10.36,0,155.76,8.14,1.11,1.11,8.88,5.55,2.96,3.33,1.11,2.22,0.74,0,0,1.11
3Month,0.73,1.35,0,8.11,0,0,0.42,1.14,7.8,0.1,3.12,0.73,0.1,0.94,0.83,1.98,0.42,0.73,0.31,0,7.7,0.21,2.81,0,1.87,0,0,0.31,2.18,0,0,0,0.1,0.31,0.21,0.1
22Month,0.55,5.74,0.27,7.65,0,0,0.14,0.68,5.74,2.87,10.11,0.27,0.14,1.37,0.27,0.41,0.68,3.42,0,0.68,4.65,0,1.64,0,2.32,0.14,0.14,0,5.88,0.41,0,0,0,0,0,0
