stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,151,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,0,0,0.37,0,0,0,11.1,0,0,3.7,0.74,0,0,0,1.11,1.11,0,0,0.37,0,0.37,0,0,0,0,0,0.37,0,0,0.37,0,0,0,2.59
3Month,0.31,1.04,0.52,5.3,0.1,0,0.62,0,1.56,253.49,0,8.53,139.17,0.42,3.43,0.52,1.46,14.56,2.6,1.14,0,0.21,1.04,0.62,0,0.1,0.31,0,0,1.87,0.42,8.43,0,0,0.94,2.5,9.36
22Month,0.82,1.64,0.41,3.83,0.14,0,4.24,0.14,0.82,527.74,0.55,51.79,83.77,1.78,3.14,0.55,0.68,54.93,1.91,0.27,0.82,0.68,0,0.55,0,0.41,1.09,0.41,0,0.82,0,1.09,0.68,0.96,0.14,0,11.62
