stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,6,0,0,1,0,0,0,0,0,0,0,1,1,1,8,0,0,0,0,4,37,0,0,0,1,0,0,0,0,0,2,0,0,0
72hpf,2.54,0.28,0,1.41,0,0.85,0,0,0,0,0,0,0,0,1.41,2.54,0,5.64,0,0.56,0.28,0,26.78,16.91,0,0,0,3.1,0.28,0.56,0.85,0.28,0,0,0,0,0
21Day,1.85,0,0,6.66,0.37,1.11,1.11,0,0.74,0,0.37,0.37,2.96,0.74,0.37,2.59,1.85,6.66,0,0,1.48,0,8.14,5.92,0,0.37,0,2.22,0.74,0,1.11,0.37,1.48,0,0.37,0,0
3Month,0.1,0.52,0.31,5.82,0.1,0,0.1,0.42,1.46,0,6.55,1.56,0.21,4.37,0.73,0.73,1.66,2.5,0.31,0,1.14,0.62,0.73,0.1,0.52,0.21,0,0,0.42,26,0,0,0,0.1,1.56,3.64,1.98
22Month,0,0.82,0,2.6,0,0,0,0.55,1.64,0.68,18.99,0.68,0.82,4.92,0,0.68,1.91,2.05,0,0.55,0.68,0,0.27,0,0.27,0.41,0.41,0.27,0,9.43,0.27,0.41,0,0,0,0,0.27
