stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,18,0,0,21,0,0,0,0,0,0,0,0,0,0,3,1,8,14,0,0,0,2,20,44,0,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,4.23,0,0,4.51,0.56,0,0,0,0,0.28,0.56,0,0,0,2.54,4.79,0,9.02,0,10.43,0.28,0.28,10.15,3.95,0,0.28,0,20.86,3.1,0,2.25,0,0,1.41,0,0,0
21Day,23.68,1.11,0.37,46.25,3.7,0,3.7,0,0.37,0.37,12.95,0.74,2.59,9.62,5.55,18.13,1.85,141.7,0,0.37,7.03,2.22,20.72,9.62,0,0,0,103.97,10.36,0,4.81,1.11,2.96,1.85,0,0,2.59
3Month,0.42,0.42,0.83,18.1,0,0.1,0.1,0.62,2.18,0,139.38,1.25,0.1,12.79,1.77,6.76,1.35,39.01,14.35,0.21,0.73,3.43,0.52,0,0.21,1.04,0,3.54,1.98,0.73,0.42,0,0,0.1,1.56,0.62,0.62
22Month,0.14,0.96,0.55,5.33,0,0.14,0,0.14,1.91,6.56,195.96,0.96,0.41,13.94,0.27,1.78,1.5,55.89,1.91,5.33,0.41,0.14,0.27,0,0.27,0.96,0.41,4.65,0.14,0,1.78,0,0,0.14,0.27,0,1.09
