stage,Endothelial.cell,Epithelial.cell,Erythrocyte,Hepatocyte,Ionocyte,Keratinocyte,Mesenchymal.cell,Neural.cell,Neural.progenitor.cell,Primordial.germ.cell,Retinal.pigment.epithelial.cell,Spermatocyte,T.cell
24hpf,0,0,0,0,1,1,0,0,1,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0.281848056003223,0.281848056003223,0,0
21Day,0,0,0.369986860264282,0,0,0,0,0.369986860264282,0,0,0,0,0
3Month,0.104017006644673,0.208034013289345,0,0.208034013289345,0,0,0.104017006644673,0,0,0.312051019934018,0,0.728119046512708,0.104017006644673
