stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0
72hpf,1.97,0,0,3.95,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0,3.38,0,1.41,0,0,0.28,0,123.73,3.66,3.66,0.28,1.69,0,0,2.25,0,0,0,0,0,0
21Day,0.74,0,0,6.66,1.11,2.22,0,0,0,0,0,0,0,0,0.37,0.37,0.37,0,1.85,0.37,1.48,0,0,0.74,0,80.66,3.33,4.44,1.48,0.37,1.48,0,0.74,1.11,0.37,0,0,0,1.85
3Month,0,0.52,0.1,4.78,0.1,0,0.1,0,0,4.68,0.52,0,0,5.72,0.83,0.1,1.35,0.1,1.56,0.52,1.35,0.21,0.1,0.1,0.31,0.62,0,6.55,0.73,0.21,0.42,9.47,0.21,0,0,0,0.1,4.99,0.52
22Month,0.55,0.68,0.27,2.05,0,0,0.14,0.14,0.14,1.64,1.09,0.68,0,15.58,0.55,0.27,2.46,0,0.55,1.09,2.19,0.14,0.82,0.82,0,0.82,0,8.75,0.27,0.14,0.14,2.73,0.27,0.41,0,0.14,0.14,0,0.82
