stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,31,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,1.69,1.13,0,2.82,0.85,1.13,0.28,0,0,0,0,0,0,0,0,1.13,0.28,0.28,3.38,0,0,0,0,7.89,5.64,0,0.28,3.95,0,0,0.56,0,0.56,0.28,0,0,0
21Day,2.59,0.37,0.37,8.88,0.37,2.96,1.11,0,0,0,0,0,0.37,4.07,0.74,0.37,4.81,1.48,7.77,0,0,0.74,0,9.99,6.66,0,0,4.07,0.37,0.37,1.11,0.74,0.37,0,0,0,6.29
3Month,0,0.31,0.1,9.26,0,0,0.1,0.1,1.14,0.31,0,2.39,1.35,0.31,3.02,0.42,4.06,0.94,1.35,0.42,0,0.73,1.35,0.52,0.1,0.73,0,0.1,0.1,0.94,0,0,0,0,1.46,0.1,3.74
22Month,0,1.09,0.14,3.42,0,0,0.41,0,0.55,1.91,0.41,5.33,1.5,0.96,0.96,0.14,0.55,1.78,3.55,0.41,0.14,0.55,0,0.68,0,0.68,0,0,0,0.14,0.27,0.14,0,0,0.14,0,2.73
