stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,47,0,0,0,2,0,0,0,0,2,0,0,0
72hpf,1.69,1.97,0,1.13,0.28,1.41,0,0,0,0.28,0,0,0,0,0,1.13,4.51,0,7.89,0,0.28,0.28,0.28,7.05,13.25,0,0,0,7.61,0,0.28,1.97,0,0.56,0,0,0
21Day,0.74,0,0,4.81,0.74,1.48,2.22,0,0,0.37,0,1.11,0,0.37,0,0.74,3.33,0,11.84,0,0,0.74,0.74,2.96,9.99,0,0,0,3.33,1.11,0,2.96,0.37,0.74,0,0,0.37
3Month,0,1.77,0.31,6.97,0.31,0,0,0.1,0.73,0.62,0.1,80.93,0.62,0,2.5,0.73,2.39,0.42,5.82,1.14,0.21,1.25,2.5,0,0.1,0.1,0.83,0,0.31,1.77,3.74,0.31,0,0.21,1.98,1.46,1.56
22Month,0,1.5,0,1.91,0,0,0,0,0.27,0.41,0.27,20.5,0.41,0.14,0.41,0,0.41,0.96,3.42,0,0.27,0.55,0,0,0,0.14,0.27,0.27,0.14,0,0.14,0.27,0,0,0,0,0.14
