stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,44,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,1.97,1.69,0,2.25,1.69,0.85,0,0,0,0,0,0,0,0.56,0,1.41,4.51,0,16.07,0,0.85,1.13,0.56,34.67,16.63,0,0,0,10.43,0.28,0,4.79,0,0,0.28,0,0,0
21Day,4.81,0.37,0,7.03,0.37,1.48,0,0.37,0,0,0,0,0.74,2.59,1.11,1.11,2.22,0,18.87,0,0,0.74,0.37,9.25,10.73,0,0.37,0,5.92,2.59,0,1.11,0,0.37,0.37,0,0,0.37
3Month,0.1,1.04,0.31,9.78,0,0,0.1,0,0.62,1.14,0,36.09,1.46,0.62,3.33,0.52,2.5,1.87,6.45,0.73,0,1.14,0.73,0.73,0.1,0.31,0,0,0.21,0.73,2.29,0.21,0,0,0.1,1.35,0.21,1.56
22Month,0.27,1.09,0,2.46,0,0,0,0.14,0.41,1.78,1.91,65.05,1.09,0.27,2.32,0,0.68,1.23,1.64,0.27,1.37,0.27,0.14,0.82,0,0.14,0.14,0.14,0,0.41,0.68,0,0.14,0,0,0.27,0,0.55
