stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,25,6,0,127,2,0,0,0,0,0,1,0,0,0,0,5,2,5,121,0,0,0,0,32,565,0,0,0,30,0,0,0,0,12,0,0,0
72hpf,5.64,1.13,0,22.27,3.1,1.13,0,0,0,0,0,0,0,0,0,2.82,8.74,0.56,26.78,0,0.85,1.41,0.56,14.94,60.03,0.28,0.56,0,12.97,0.28,0,18.6,0,11.27,0,0,0
21Day,1.48,0,0,3.33,0.37,0.37,0,0,0,0,0,0,0,0,0,0,1.11,0,4.44,0,0,1.85,0.37,2.96,15.17,0,1.11,0,1.11,0.74,0.37,8.14,0.37,1.11,0,0,0
3Month,0,0.31,0.52,3.43,0.1,0,0.1,0.1,0.21,0.94,0,5.62,1.04,0.1,1.56,0.42,2.08,1.04,0.73,0.31,0,0,1.35,0.21,0.21,0,0.52,0,0.1,0.21,13.21,0.83,0,0.21,0.62,3.43,0.21
22Month,0,0.14,0.14,2.46,0,0,0,0.27,0.14,2.05,20.91,20.63,0.41,0.82,2.19,0,0.27,3.01,2.87,0,0.14,0,0,0.55,0.27,0.14,0.27,0.14,0.14,0.27,2.05,1.23,0,0,0,0,0.14
