stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,0.28,0.56,0,0,0,0,0,0,0,0,1.41,0.28,0,0.56,0,0.28,0,0,1.41,0.56,0,0,0.28,0,0,0.56,0.28,0.28,0,0,0
21Day,0.37,0,0,0.74,0,1.11,0,0,0,0.37,0,0.37,0,0,0.74,0,0.74,0,0,0,0,0.37,0,0,0,0.37,0,1.85,0,0,0,0,0,0.37
3Month,0,0,0,1.35,0,0,0.31,0.1,0,8.22,0.83,0.1,3.95,0.21,1.14,0.83,0.73,0.1,0,0.31,0.1,0,0,0,0,0.1,0.31,17.99,0.1,0,0,0.42,5.62,0.42
22Month,0,0.68,0.55,1.09,0,0,0.82,0.82,0.68,23.23,0.68,0.14,3.96,0.27,0.14,0.55,1.23,0,1.09,0.55,0,0.14,0,0.14,4.51,0.27,0,15.3,0.14,0,0,0.14,0,0.14
