stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,0,0,0,0,0,0,3.95,0,0,0,0,0,0.28,0.85,7.05,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,0.37,0,0.74,0,0,0,10.36,0,0.37,0,0.74,0.37,0.37,0.37,9.99,0,0,0,0,0,0.74,0.37,0,0,0,0,1.11,0,0,0,0,0,0.37
3Month,0.21,0.52,0,2.39,0,0,0.52,0.1,0.52,129.61,0,4.78,8.32,0.21,1.66,0.1,0.94,35.05,1.25,0.1,0.1,0.31,0.42,0.1,0,0.21,0,0,0,1.98,2.5,0,0.1,0.52,1.35,1.04
22Month,0.14,1.64,2.19,1.5,0.14,0,3.69,0.27,0.68,340.67,0.82,126.13,2.73,0.82,48.1,0.41,0.55,84.45,1.64,0,6.97,0.14,0,0.27,0.14,0.14,0.55,0.41,0.27,0.14,0.96,0.27,0.55,0.14,0,0.82
