stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,3,37,4,0,0,0,0,0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.28,0,0.85,0.28,0.56,0,0,0,4.51,0,0,0,1.41,0,0.56,1.69,7.05,1.41,0,0,0,0,23.11,12.4,0,0,0,2.25,0,0,0.28,1.13,0,0,0,0,0,0
21Day,0.74,0,0.37,0,0,0.74,0,1.11,0.37,24.79,0,0.37,9.99,12.21,0,0,0.74,13.69,2.96,0.37,0,0.74,0,4.81,1.48,0,0,0,0.74,0.37,0,1.48,0.37,0.74,1.48,0,0,0,27.75
3Month,0.42,0.94,0.42,8.84,0.1,0,0.94,1.35,2.7,230.71,0,19.66,620.15,4.99,5.1,2.39,4.16,55.02,5.72,1.14,0.21,1.87,1.66,0.62,0.1,0.21,0.42,0,0.21,2.91,1.87,11.86,0.31,0,0,0.1,2.5,5.41,21.43
22Month,0.27,2.05,0.82,4.65,0,0,3.14,0.55,1.23,624.62,1.64,33.21,211.12,12.3,3.42,0.14,0.96,106.72,2.73,0,1.78,1.23,0,0.82,0.27,0.14,1.09,0.68,0.27,0.41,0,6.29,0.96,1.09,0,0,0.27,0,44.68
