stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.28,0,0.28,0.28,1.13,0,0,0,0.56,0,0,0,0.28,0,0,1.13,0.28,1.13,0,0,0.56,0,103.44,3.38,0.28,0,0,1.97,0.28,0.56,0.85,0.28,0,0,0,0
21Day,0.74,0,0,3.7,0,2.96,0,0.37,0,0,0,0.37,0.37,0.37,1.11,0.74,2.22,1.48,4.81,0,0,0.37,0,79.55,1.48,0.37,0,0,1.11,1.48,1.85,0,0.37,0.37,0.37,0,0.37
3Month,0.62,0.42,0.1,2.91,0.21,0,0.1,0.1,0.1,0.62,0,3.22,0.31,0,1.14,3.64,0.52,1.25,1.46,0,0.1,0.42,0.73,12.38,0,0.42,0.52,0,0,0.21,21.84,0.31,0,0,0.52,33.81,0.52
22Month,0,0.82,0,0.68,0,0,0,0,0.27,0.68,0.41,5.47,0.14,0,0.82,0.82,0.27,0.68,1.09,0.27,0,0.27,0,7.24,0.14,0.41,0.41,0.68,0,0.14,14.62,0,0,0,0.14,0,0.14
