stage,Enterocyte,Epithelial_cell,Goblet_cell,Hepatocyte,Intestinal_bulb_cell,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Pancreatic_cell,Primordial_germ_cell,T_cell
3Month,0.1,0.31,0.1,0.1,0.21,0.1,0.1,0.1,10.61,0.1,0.1,0.1,0.1
22Month,0,0,0,0.14,0,0,0,0,0.96,0,0,0,0
