stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,2,5,9,2,0,0,0,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0
72hpf,0.85,1.41,0,12.12,1.41,1.13,0,0.28,0,0.56,0,0,0,0.28,0,4.79,47.63,0.85,1.97,0,1.69,0,0.56,16.07,4.51,0.28,0.56,0,2.54,0,0.28,0.28,0,0,0,0,0
21Day,1.85,2.59,1.11,37.74,2.96,3.33,0,2.22,0.37,3.7,0,2.59,0.74,6.29,15.54,3.7,16.65,11.47,9.25,0,0.74,2.59,1.85,15.17,3.7,0.74,4.44,0,5.55,3.7,0.37,1.85,0.74,1.48,0.37,0,6.66
3Month,0.62,2.08,2.39,68.96,0.83,0,0.62,0.42,14.25,16.23,0.21,118.89,15.29,2.39,53.57,5.62,24.13,16.02,8.74,2.7,0.1,7.18,12.38,5.51,0.31,4.37,7.07,0,0.62,2.5,8.01,0.52,0,0.21,2.08,21.53,16.33
22Month,0.14,3.42,3.96,29.24,0,0,0.68,0.68,10.25,30.34,7.93,197.6,9.84,3.01,91.56,2.05,5.88,15.3,13.94,0.41,5.19,4.92,0.41,5.74,0,3.14,16.4,0.55,0.27,0.55,6.7,0.96,0.14,0.14,1.23,0,9.02
