stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0,0,0.28,0.28,0.28,0,0,0,0,0,0,0,0,0,0.56,0.28,1.97,0,0,0,10.99,2.54,0,0,0,0.56,0,0,0.56,0.56,0,0.85,0,0,0
21Day,0,0,0,1.48,0,0,0.74,0,0,0,0,0,0,0,0,0.74,0,3.33,0,0.37,0,5.55,1.11,0,0,0,1.48,1.11,0,0,0,1.11,0,0,0,0
3Month,0.21,0.31,0.1,3.95,0.1,0,0,0.52,0.42,0,4.26,0.62,0,0.94,0.73,1.35,0.62,2.91,0.42,0.42,0.42,0.52,0.1,0.42,0.21,0,0.21,0.21,15.71,0,0,0,0.1,0.73,89.35,0.31
22Month,0.82,0.41,0,0.82,0.14,0,0,0.14,0,0.41,1.91,0,0.14,0.82,0,0.41,0.82,1.78,0.14,0.14,0,0.27,0.14,0.27,0.14,0.14,0.14,0.14,2.73,0.14,0,0,0,0.27,0.27,0.14
