stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.85,0,0.56,0,1.41,0,0,0,0,0,0,0,0,0,0,0.56,2.25,0.85,1.13,0,0.56,0,16.35,1.97,0.28,0.28,2.54,0,0,0.28,0,0.56,0,0,0
21Day,0.74,0.37,1.11,4.81,0.74,0.74,0,2.22,0,0,0,0,0.37,0.37,1.48,0.37,1.11,3.33,1.11,3.33,0,1.11,0,4.44,3.7,1.11,0,1.85,0.74,0,0,0.37,0,0,0,0
3Month,0.1,0.83,0.1,4.16,0,0,0.21,0.21,0.62,2.39,0,0,5.3,2.7,0.21,1.98,0.62,1.04,4.26,1.77,0.42,0.62,0.1,0.52,0,0.73,0.1,0,0.31,3.02,0,0,0.1,1.35,1.35,0.62
22Month,0,0.14,0.27,1.78,0.27,0,0.14,0.27,0.27,6.7,0.82,0,8.61,2.73,0.68,2.32,0,0.14,4.51,1.09,0,0.14,0,0,0,0.68,0.14,0,0.14,0.14,0.14,0,0,0,0,0.68
