stage,Endothelial_cell,Enterocyte,Epithelial_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Pancreatic_cell,Primordial_germ_cell,Spermatocyte,T_cell
3Month,0.1,0.1,0.73,0.1,0.42,1.04,0.31,0,0.62,0.1,0.31,0.52,0.31,0.31,0.1,0.1,0.21,0.21,0.21,0.73
22Month,0,0,0.27,0,0,1.23,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0
