stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.97,0.56,0.28,0,0,0,0,0,0,0,0,0.28,0.28,0,0,0,0,0,0.28,0.85,0.28,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,2.59,1.11,0,0,0,0,0,0,0,0,0,0.74,1.11,0,0,0,0,0,0,0,0.37,0,0,0.37,0,0,0,0,0,0,0
3Month,0.21,0.83,0.62,121.18,0.21,0,0.62,9.36,2.29,0,8.84,3.43,0,5.72,11.75,2.29,1.87,3.54,1.04,0.21,0.62,21.43,1.25,0.1,1.77,0.1,0.21,0.94,2.18,0.42,0.42,1.14,0.83,2.39
22Month,0,0.41,3.01,50.83,0,0,0.14,6.42,0.55,0.55,6.29,0.41,0.14,1.23,0.96,0,0.55,0.82,0.14,0.41,0.27,1.5,0.14,0,1.23,0.41,0,0.14,1.78,0.27,0,0.14,0,0.55
