stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,0.56,0,1.13,0,0,0,0,0,0,0,0,0,0,0.56,2.25,0,3.1,0,0.28,0.28,0,6.48,4.23,0,0,3.1,0.28,0,0.28,0.28,0,0,0,0,0
21Day,1.48,0.74,0.37,8.51,0,3.33,0,0.74,0,0,0,0,0.74,0.74,0.74,0.74,0.74,6.29,1.85,9.62,0,0,0.74,0,6.29,3.7,0,0,5.18,1.48,0,0.74,1.48,1.11,0.37,0,0,1.48
3Month,0,1.98,0.31,16.23,0.1,0,0.62,0,0.1,2.5,4.47,0.1,22.16,1.87,0.73,11.86,0.83,5.41,4.47,9.78,1.98,0,1.35,2.5,1.04,0.1,1.77,0.52,0.52,0.31,2.29,0.31,0,0,0.1,3.95,0.62,6.03
22Month,0,1.64,0.55,3.83,0,0,0.14,0,0.14,0.82,4.1,1.5,28.42,1.37,0.96,5.6,0.55,1.78,3.14,4.51,0.14,0.41,0.68,0.14,0.27,0,0.68,0.14,0.14,0,0,1.5,0,0,0.14,0.14,0,2.05
