stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,1,2,41,0,0,7,0,0,0,0,0,0,0,0
72hpf,0.28,10.71,0,0.28,0.85,0,0,0,0,0,0,0,0,0,0,0,0.28,9.02,0,0,0.28,0.56,9.86,6.48,0,0,14.94,0,0,0.56,0,0.56,0,0,0
21Day,2.22,5.55,0,4.44,1.11,0,0,0,0,0,0,0,0,0.37,0.37,1.11,0,18.13,0,0,1.85,0,5.18,0.37,0.74,0.37,4.81,1.11,0,0,0,0.74,0,0,0
3Month,0.1,10.92,0.73,28.5,0,0.1,0,0.52,1.25,0,3.54,0.52,0,3.12,1.66,3.22,0.42,15.5,5.2,0.1,1.14,1.04,0.62,0.1,1.77,0,0.1,0.52,27.25,0.21,0,0.21,0.62,6.66,0.62
22Month,0,16.94,0.55,11.75,0,0.41,0.27,0.55,0.41,0.27,8.06,0.27,0.14,5.74,0.82,0.96,1.23,17.76,0.96,0.41,1.91,0.14,0.27,0,2.73,0.14,0.14,0,9.7,0,0.14,0,0.27,0,0
