stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0,0,0,0.56,0.85,0,0,0,0,0,0,0,0,0,1.41,0,1.69,0,0,0,0,16.07,3.66,0.56,0,1.97,0,0,1.41,0,0,0,0
21Day,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0.37,0,0,0.37,0,0,0,0,0.37,0.37,0,0,0,0,0,0,0,0,0,0
3Month,0,0,0.21,2.29,0,0,0.1,0.21,0.1,0,1.35,0.21,0,0.42,0.21,0.31,0.31,0.73,0.21,0,0.21,0.1,0.1,0.21,0,0.1,0,0.1,2.18,0,0.1,0.1,1.14,0
22Month,0,0.82,0.14,3.28,0,0,0,0.27,0.41,0.27,4.92,0.27,0.27,0.41,0.41,0,0.68,0.96,0,0.14,0.27,0,0.14,0,0.82,0,0.14,0,0,0,0.14,0.14,0,0.14
