stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0,0,0.85,0.28,0,0,0,0,0,0,0,0,0,0,0.28,1.13,0,1.13,0,0,0,30.72,4.23,0,0,1.41,0,0.56,0.56,0,0,0.28,0,0,0
21Day,0.74,0.37,0.74,7.4,4.07,0,0.37,0,0,0,0,0.37,0,0.37,0,0,1.85,1.11,5.92,0,0.74,0,77.7,3.33,0,0,1.85,1.11,1.11,0.37,0.37,0.74,0,0,0,1.11
3Month,0,0.52,0.1,6.76,0,0.52,0,0.21,1.14,0,0,1.98,4.37,0.1,1.66,0.62,2.39,1.35,3.64,0.83,0.42,0.52,1.98,0,0.21,0.1,0,0.31,25.38,0.1,0,0,0,87.58,8.32,1.98
22Month,0,0.14,0.14,4.51,0,0,0,0,0.55,0.41,0,1.78,0.14,0.14,0.55,0,0,1.37,1.23,0.14,0.27,0,1.09,0,0,0.14,0,0.14,6.83,0.55,0,0,0,3.83,0,0.14
