stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,58,0,0,0,0,0,0,0,0,0,0,1,0,0,21,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.51,3.1,0,50.45,0.28,1.41,0,0,0,0,0,0,0,0,1.41,34.1,0,47.63,0,0,3.1,0,43.69,7.05,0.28,0.28,0,20.01,0,0,1.13,0,0,0,0,0,0
21Day,20.72,1.11,0.37,150.21,0.37,3.7,0,0,0,0,0,0,0.37,0,4.44,63.27,0.74,54.02,0,0,19.98,0,18.5,4.81,0.37,0.74,0,7.4,3.7,0,0.37,0.74,1.11,1.11,0,0,0.37
3Month,0.94,1.87,0.21,60.23,0.31,0,0.62,0.62,0.42,0.1,3.74,1.14,0.31,1.66,2.91,49.51,0.73,7.18,1.35,0.1,1.25,0.1,4.47,0.42,0.42,0,0,0.1,0.42,5.82,0,0.1,0,0.31,3.22,7.39,0.73
22Month,0.14,2.19,0.14,32.8,0.41,0,0.82,0.14,1.5,9.16,8.61,0.55,0.14,0.96,0.82,15.58,0.96,9.7,0.41,0,2.05,0,2.05,0.14,0.82,0.27,1.09,0.27,0.14,4.65,0.14,0,0,0.14,0.14,0,0.27
