stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,0,0,0.28,0,0.56,0,0,0,0,0,0,3.38,0,0.28,6.48,0,2.82,0,0,0.85,0,46.79,9.86,0,0.28,0.85,0,0,0.56,0.85,0,0.28,0,0,0
21Day,0,0,0,3.7,0,4.07,0,0.74,0,0,0,0,1.48,0,36.26,0.37,0.37,1.85,7.77,6.29,0,0,2.96,0,24.79,7.4,0,0.37,2.96,0.37,0,1.85,2.59,0.37,0.37,0,0,27.01
3Month,0,2.29,0.1,4.58,0.1,0,0.62,0.1,0,0.21,1.46,0,5.1,3.12,1.35,2.08,0.21,1.04,12.38,1.77,0.62,0.21,9.05,0.52,17.16,0.1,0.21,0.1,0.31,0.94,0.1,30.16,0.21,0,0,0.83,42.23,76.56
22Month,0.14,1.5,0.14,0.82,0.14,0,0.41,0.14,0.14,0.14,1.23,0.41,6.01,0.68,0.68,1.37,0,0.27,6.97,1.37,0,0.14,6.42,0,6.56,0.14,0.14,0.27,0,0.14,0,11.21,0.14,0,0,0,0.14,39.08
