stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3Month,0.1,1.04,0.21,129.81,1.66,0.21,1.56,31.93,0,4.26,4.26,2.5,3.95,0.73,10.4,37.34,3.12,0.1,0.1,0.73,0.62,0.42,0.1,0.1,0.1,0,0.1,2.08,1.66,0.1,0,0.1,0.73,1.04,37.76
22Month,0.14,0.41,0.14,20.91,0,0.14,0.41,33.07,0.14,4.37,0.27,2.32,7.52,0.27,4.78,9.7,0.68,0,0.27,0.14,0,0.27,0,0,0,0.14,0,0,0.14,0.27,0.27,0,0,0,1.91
