stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,11,1,0,5,0,0,0,0,0,0,0,0,0,0,0,8,4,5,0,0,0,0,5,12,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,2.25,0.85,0,2.82,0,0.28,0,0,0,0,0,0,0,0,1.97,14.09,0.85,3.1,0,0.28,0.28,0,3.1,1.41,0,0,2.54,0,0.28,0.56,0,0.28,0.56,0,0,0
21Day,2.22,0.37,0,10.36,0.37,0.37,0.37,0,0,0,1.11,0,0.37,2.22,0.74,11.84,2.22,2.22,0,0,2.96,0,0.74,0,0,0.37,1.11,1.48,0,0,0.37,0.37,0,0,0,0.37
3Month,0.1,1.14,0.21,5.3,0,0,0,1.04,1.35,0,8.22,1.46,0.21,3.74,0.62,0.94,2.18,1.25,0.42,0,0.94,1.04,0.21,0,0.21,0,0.1,0.52,2.91,0,0,0,0,1.46,1.04,0.62
22Month,0,1.09,0.68,1.78,0,0,0,0.82,1.78,1.23,8.47,0.27,0.14,4.65,0.27,0.14,0.41,0.55,0.14,0.14,0.27,0.14,0,0,0.14,0.14,0,0,0.82,0,0,0,0,0,0,0
