stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,5.64,1.69,0,4.23,4.51,0,0,0,0,0,0,0,0.28,0,2.82,8.46,0.28,4.51,0,1.13,0,0.28,484.21,213.36,0.28,0.28,0,9.3,0,0.28,3.66,22.55,24.52,0.85,0,0,0
21Day,1.48,0,0.74,4.07,3.7,0,1.48,0,0,0,1.85,0,0.37,0.74,1.11,2.96,1.11,3.33,0,0,1.11,0,114.33,35.89,0,0,0,2.96,5.55,0.74,0,16.65,81.03,0,0,0,2.59
3Month,0,0,0,1.46,0,0,0,0.42,0.42,0,1.66,0.31,0.21,0.31,0.21,0.1,0.31,4.78,0.21,0,0.1,0.21,4.99,1.87,0.1,0,0,0,0.31,28.19,0.52,0.1,0.21,0.21,0.1,6.14,0.21
22Month,0,0.27,0.14,0.55,0,0.27,0,0.41,0.27,0.14,4.78,0.14,0,0.55,0,0.14,0.41,20.77,0.14,0,0,0,2.19,0,0.14,0,2.87,0,0,13.94,0.41,2.05,0.14,0.14,0,0,0.14
