stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0.28,0,0,0,0,1.41,0.28,0,0.28,0,0,0,0.28,0,0,0,0
21Day,0,0,0,1.11,0,0.37,0,0,0,0,0,0,0,0,0,0.37,0,0.74,0,0,0,0,0,0,1.85,0,0,0.37,0,0,0,0,0,0,0,0
3Month,0.21,1.46,0.1,28.4,0.52,0,0,0.31,0,5.62,3.22,0.1,9.57,4.37,0.21,13.83,1.77,10.09,5.62,7.07,2.7,0,1.66,1.98,0.83,0.73,0.42,0.21,0.94,2.5,0.52,0,0.21,2.29,1.56,2.39
22Month,0,3.42,1.37,7.24,0,0,0.27,0.14,0.14,1.5,2.6,2.6,25.55,2.32,0.96,15.03,0.68,2.19,6.56,6.01,0.14,0.68,1.37,0.14,0.14,0.82,0.41,0.41,0.27,0.55,0.27,0,0,0.55,0,0.68
