stage,Hepatocyte,Immune.cell,Intestinal.bulb.cell,Keratinocyte,Macrophage,Mesenchymal.cell,Neural.progenitor.cell
24hpf,0,0,0,1,1,3,4
21Day,0,0,0,0,0,0,0.369986860264282
22Month,0.136649431988133,0.136649431988133,0.136649431988133,0.136649431988133,0.273298863976266,0,0
