stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,16,171,2,0,0,0,0,0,0,0,0,0,0
72hpf,11.56,2.82,0,7.89,23.39,10.71,0,0,0,0.28,0,0,0,0.56,0,1.41,18.6,1.41,10.43,0,0.56,1.97,1383.03,208,4.23,5.92,25.37,0,0,34.67,5.92,5.36,0.85,0,0
21Day,4.81,0,0,15.17,25.9,15.54,0,1.48,0.37,0,0,0.74,0,2.96,1.48,1.11,8.51,0.74,11.47,0,0.37,0.74,408.47,88.06,4.07,7.77,11.47,11.1,0.37,11.47,9.62,20.72,0.74,0,1.11
3Month,0,0.1,0.1,1.98,1.46,0,0.1,0,0.21,0.31,0.1,2.91,0.62,0,0.52,0,0.21,0.62,0.62,0.21,0,0.1,2.08,0.21,2.91,0.42,0.1,0,0.94,0.31,0,0,0,0.62,0.52
22Month,0,0.41,0.14,0.55,0.55,0,0,0,0,0.41,0.27,8.2,0.41,0.27,0.82,0,0.41,0.96,0.96,0,0.27,0.14,1.5,0.14,3.14,0.41,0,0.27,1.37,1.23,1.09,0,0,0,0.27
