stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,11,5,0,64,7,1,0,1,0,0,0,0,0,0,0,0,26,2,6,72,0,0,0,15,29,826,1,0,0,12,0,0,0,0,0,1,0,0,0
72hpf,3.38,0,0,4.79,13.25,1.13,0,0,0,0,0,0,0,0,0,0,5.64,5.64,0.28,12.4,0,0.56,0.28,2.25,7.61,31,0.85,0,0,10.71,0,0,1.13,14.94,0,1.97,0,0,0
21Day,1.11,0.37,1.11,5.92,7.4,1.85,0,0.74,0,0,0.37,0,1.11,0,2.22,1.11,1.11,2.22,3.7,7.77,0,0,0,1.11,2.59,5.92,0.37,0.37,0,6.29,3.33,0,6.29,6.29,0,1.48,0.37,0,1.11
3Month,0.1,0.73,0.83,43.38,2.6,0,0.31,0.21,0,5.62,3.33,0,11.86,5.41,0,5.51,13.31,2.91,10.19,4.89,0.73,0.1,0.83,5.2,4.37,0.62,4.58,0.52,0,0.83,1.98,0.1,165.39,0.42,0,1.14,3.85,285.73,2.29
22Month,0.27,0.27,1.23,19.27,0.55,0,0.41,0.14,0.14,0.68,6.56,0.27,6.7,1.09,1.5,4.24,2.32,0.14,57.39,2.87,0.27,0.41,0.14,0.82,1.37,0,3.55,0.27,1.37,0.27,0.41,0,34.71,0.68,0.27,0.27,2.6,1.09,0.68
