stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,0.28,0,3.95,2.54,2.82,0,0,0,0,0,0,0,0,0,0,0,10.15,1.41,3.66,0,0.28,0.28,0.56,268.6,11.27,0.28,0.85,0,7.89,0.28,0,9.86,0,0,0.56,0,0,0
21Day,5.18,0.37,0,16.65,1.11,5.55,0,0.37,0,0,0.37,0,0.37,0,2.96,0,1.11,6.29,1.48,2.96,0,0,0.37,0,146.88,4.44,0,2.96,0,0.74,2.59,0,4.07,0.37,2.96,6.29,0,0,1.11
3Month,0.21,0.62,0.21,21.84,0.62,0,0.1,0.1,0.1,0.42,2.18,0.31,3.74,0.42,0.31,0.94,4.06,30.06,1.87,1.98,0.31,0,0.31,0.31,4.37,0.31,0.31,0.62,0,0.1,0.52,4.68,0.73,0,0,1.25,2.08,0.52,1.25
22Month,0.14,1.09,0,11.07,0.27,0,0,0.14,0,0.27,4.65,0.55,17.35,0.68,0.41,1.64,1.78,4.92,1.91,3.96,0,0.68,0.14,0,4.51,0.41,0.82,0.68,0.27,0,0,8.2,0.55,0.14,0,0.96,0.14,0,0.68
