stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.41,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0.28,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0.74,0,5.18,8.51,1.11,0,0.37,1.48,0,0,0.74,0.37,0.37,10.36,4.81,109.89,2.59,1.85,0,0,0,0,2.96,0.37,0,0.37,0,0.74,1.48,0,0,1.48,0.74,0,0,0
3Month,0,0.31,4.68,22.68,0,1.25,0,65.22,1.46,0,8.74,2.39,0.1,157.48,3.02,1.77,1.56,1.66,0.42,0,16.12,0.31,0.31,0,1.77,0.52,0,0.21,1.04,1.77,0.1,0,0,0.31,1.04,1.77
22Month,0,0.96,9.29,8.06,0,0.27,0.14,48.24,1.91,1.23,19.13,1.09,0.41,319.21,0.14,0.82,0.68,1.23,0.27,0.82,7.93,0,0.14,0,0.68,0.68,0.14,0,0.68,0.68,0.27,0.14,0,0,0,0.96
