stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0.28,0,4.23,0,0,2.25,0.85,0,0,0,0.56,0,0,0.28,0,0,0,0,0
21Day,1.11,0,0,5.55,0,1.11,0,0,0,0,0,25.9,0,1.11,0.37,0.74,1.11,1.48,2.59,0,0.37,0,0.37,3.33,1.11,0,0,0,1.48,2.22,0,0.37,0.37,0.37,0,0,0
3Month,0.1,2.81,4.16,46.5,0.1,0,4.06,0.21,5.41,4.47,0.1,1214.92,7.18,0.52,19.24,3.95,5.62,3.43,8.63,1.46,1.77,4.89,2.18,1.04,0.21,2.81,0.94,0,0.62,20.91,2.7,0.31,0,0,2.5,3.33,4.78
22Month,0.27,5.33,3.28,102.76,0,0,6.97,0.55,11.07,9.7,2.46,1990.3,3.96,1.09,14.21,0.96,1.09,6.29,11.62,0.68,44.55,3.01,0,0.55,0.14,4.24,3.28,1.09,0.27,3.42,1.37,0.82,1.23,0.41,0.68,0,4.51
