stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,27,7,0,54,0,0,0,0,0,0,2,0,0,0,0,9,11,0,55,0,0,0,14,169,0,0,2,0,0,0,0,0,0,0,0
72hpf,4.79,0.56,0,12.97,0.56,3.38,0,0,0,0,0,0,0,0.28,0,1.97,34.1,1.13,20.29,0.28,1.97,0,104.28,33.54,0,0.85,22.27,0,0.28,15.22,0,0.56,0,0,0
21Day,10.36,0.37,2.22,12.58,0.74,0.74,0,0.37,0,0,0,0,0,0.37,0.37,0.37,6.66,0.37,25.9,0,3.7,0,5.18,4.81,0,0.74,17.39,1.48,0.37,2.22,0,0,0,0,0
3Month,0,0.94,1.87,8.84,0,0,0.1,2.7,0.21,0,0,1.04,0.52,0,2.18,1.56,6.03,0.42,2.7,0,1.87,0.1,0.1,0,0.52,0.1,0,0,1.14,0,0,0,0.1,0.83,0.1
22Month,0,0.14,1.91,1.78,0,0,0,0.82,0.27,0.27,0,3.01,0,0,1.5,0.14,1.09,0,0.82,0.27,1.09,0,0.14,0,0,0,0,0,2.46,0,0.14,0,0,0,0.27
