stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,1,6,18,4,0,0,11,0,0,0,0,0,0,0,0,0
72hpf,3.95,8.74,0,2.25,0.56,1.13,0,0,0,0,0,0,0,0,0,1.13,2.54,0.85,60.32,0,0,0,0.56,69.33,5.36,1.69,0.28,0,48.2,0,0.28,1.13,0.28,0,1.13,0,0,0
21Day,2.22,7.77,0,4.81,1.11,2.22,0,0,0,0,0,0.37,0,2.59,0.37,1.85,2.96,1.48,170.56,0,0,1.85,0,17.02,2.22,0,0.37,0,18.13,2.59,1.48,0.37,0.74,1.48,1.48,0,0,0.37
3Month,0,8.32,0.31,10.19,0.31,0,0.1,1.25,1.35,1.04,0,3.64,0.42,0,1.35,4.89,35.68,0.52,37.86,3.22,0.1,0.83,0.31,10.4,0.1,0.21,0,0,0.31,0.31,31.62,0.1,0,0,0,0.1,0.83,0.83
22Month,0.14,4.65,0.27,4.1,0.14,0,0.41,0,0.55,0.96,2.73,12.98,0.41,0.27,1.09,1.64,3.28,1.64,30.75,0.27,0.55,0.68,0.27,4.1,0,0,0.14,0.41,0,0.27,6.83,0.41,0.14,0,0,0,0,1.09
