stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,79,0,0,0,0,2,33,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,0.85,0.85,0,0,0,0,0,0,0,0,0,0,1.13,0,1.13,0,0.28,0.28,0,37.49,1.69,0,0,0,0.85,0,0,0.28,0,0,0.28,0,0,0
21Day,0.37,0,0,0.37,0,0,0,0,0,0,0,0.37,0,0.74,0,0,0,1.48,0,0,0,0,16.65,1.48,0.37,0,0,0.74,0.74,0,0.74,0,0,0,0,0,0
3Month,0.21,0.42,0.1,13.94,0.62,0.21,0.1,0.42,0.52,0.1,1.56,0.42,0,1.04,0.52,5.2,0.52,5.2,1.66,0,0,0.21,1.25,0.21,0.42,0.31,0,0.1,0.52,0.1,42.23,0.62,0.1,0.1,0.21,5.41,0.21
22Month,0,0.68,0.55,5.06,0.27,0.14,0,0.27,0.96,1.91,10.66,0.82,0.82,1.64,0,2.32,1.09,7.38,0.41,0.55,0.14,0,2.05,0.14,0.82,0.14,32.8,0.14,0,0,12.57,2.32,0.27,0,0.14,0.14,0.27
