stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.79,1.41,0.28,3.66,0.56,3.95,0,0,0,0,0,0,0,1.13,8.17,1.69,6.76,0,0.28,0,0.28,131.9,371.76,0,0,12.97,0.28,0.56,4.23,0,0,0.56,0,0,0
21Day,2.59,0,0,4.07,0.74,2.96,0.37,0,0,0.37,0,1.11,1.48,0,3.33,1.11,5.55,0,0.37,1.11,0.37,31.82,117.29,0.37,0.37,3.7,1.48,0.37,0,0.74,1.85,0,0,0,1.48
3Month,0,0.1,0,1.04,0.1,0,0.1,0.1,0.1,0.62,0.1,0.1,0.42,0.31,0.83,0.21,1.56,0.62,0,0.1,0.1,1.56,4.06,0.52,0,0.1,0.31,22.88,0,0,0,0.21,0.1,0.21,0.1
22Month,0,0,0,0.27,0.27,0,0,0,0.27,0.68,0,0.27,0,0,0,0.14,1.37,0.14,0,0.14,0,0.41,0.27,0.14,0,0,0,1.37,0,0,0,0,0,0,0
