stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,22,0,0,0,1,0,0,0,0,0,0,0,0
72hpf,1.69,0,0,1.13,0.28,0.28,0,0,0,0,0,0.28,0,0.56,0,0.28,1.13,0.28,2.82,0,0.28,0,0,6.48,14.94,0,0,0,1.69,0.28,0,1.97,0.28,0,0,0,0
21Day,1.85,0,0,1.85,0,0,0,1.11,0,0,0,1.11,0,1.11,0,0.37,0.74,0.37,0,0,0.37,0,0,2.59,0.74,0,0,0,0.74,0.37,0.74,0,0,0.74,0,0,0.37
3Month,0,0.52,0.62,5.51,0,0,0.21,0,0.62,1.66,0,13,1.98,0.31,3.33,1.04,1.56,1.87,2.5,0.73,0,0.94,0.52,0.52,0.21,0.31,0.31,0,0.1,1.14,81.34,0.21,0,0,0.83,326.41,1.56
22Month,0.14,0.14,0.41,0.96,0,0,0,0.14,0.27,0.68,0.27,13.66,0.27,0.27,1.78,0.14,0.14,0.55,1.37,0.14,0.41,0.14,0,0,0,0,0,0.14,0,0.14,17.22,0.14,0,0,0,1.5,0.41
