stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,6,36,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,1.41,2.25,0,0,0.28,0,0.56,0,0,0,0,0,1.69,39.46,1.13,0,0,0,0,0,3.95,1.13,0.28,0,0,0.85,0,0,0,0,0,0,0,0,0
21Day,0.37,0,1.11,10.73,1.11,1.85,0,0.74,0,7.03,0,0,3.7,5.92,10.36,2.22,7.77,11.47,3.7,0,0,0.37,0,5.55,0.74,0,0,0,1.11,0.74,0,0.74,0.37,0,0,0,0,4.07
3Month,0.83,1.56,2.18,102.46,2.29,0,1.25,2.91,41.4,107.66,0,20.49,108.91,6.76,75.31,10.3,5.41,70.32,4.06,1.04,0.1,3.74,1.25,4.37,0.1,4.16,0.83,0,0.31,2.91,0.31,35.26,0,0,0.21,1.87,3.43,56.17
22Month,0,1.91,3.42,16.94,1.09,0,1.23,1.5,14.62,289.01,6.01,49.06,56.3,12.16,68.32,2.46,1.78,95.93,1.91,0,1.23,2.32,0.27,3.28,0.14,2.73,2.46,0.96,0,0.41,0,17.76,0.68,0.68,0,0.14,0,23.23
