stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,29,27,10,0,0,0,0,0,0,0,0,0,0,0
72hpf,19.17,2.25,0,8.74,1.41,14.94,0.28,0,0.28,0,0,0,0.28,0,3.66,22.83,5.92,13.25,0,2.25,1.13,0.28,1879.64,57.78,20.57,22.83,24.24,0.56,0,15.22,1.13,0.85,2.25,0,0,0
21Day,10.73,0.74,1.11,25.16,0.37,21.83,4.07,0,0.74,0,2.22,0.37,4.07,1.85,0.37,7.4,4.07,23.68,0,0.37,2.96,0,779.19,16.28,37,13.69,5.18,16.28,0,5.55,2.59,5.92,1.85,0,0,2.96
3Month,0,1.04,0.62,7.59,0.31,0,0.21,0.94,1.25,0,7.28,2.5,0.31,3.12,0.73,0.94,1.77,2.29,0.21,0,0.73,0.94,92.99,0.21,107.24,1.66,0.1,0.73,1.66,0.73,0.21,0.1,0,0.42,19.24,1.87
22Month,0,0.41,0.27,2.46,0.14,0,0,0.55,2.32,0.96,12.98,0.27,0.14,4.1,0,0.41,1.09,2.32,0.14,0.41,0.55,0,55.89,0.55,113.69,2.05,0.14,0.27,1.5,3.01,1.23,0.14,0,0.14,0.27,0.82
