stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,0.56,0,4.23,2.25,2.25,0,0,0,0,0,0,0,0,2.54,1.97,0,5.92,0,0,0,0.28,144.31,6.76,0,9.58,25.65,0,0,3.66,0,0.56,0,0,0
21Day,0.74,0,2.96,3.33,1.48,2.22,0,0,0,0,0,0,0,1.11,0.37,0.74,0,13.69,0,0,0.37,0.37,65.49,1.11,0,2.59,4.44,2.59,0.74,1.85,1.48,0.37,0,0,0
3Month,0,3.85,1.87,1.98,0.42,0,0.1,0.1,0,0.62,1.04,0.42,0,0.42,0,0.31,0.42,3.12,0.62,0,0.21,11.65,1.87,0,0.62,6.24,1.04,0.1,3.64,0.31,0,0.1,0.31,0.21,0.21
22Month,0,7.79,0.41,0.68,0,0,0,0,0.41,0.55,3.83,0.27,0.14,0.55,0,0.14,0.41,3.42,0.82,0.14,0.82,1.64,1.5,0,1.5,13.8,1.37,0.14,5.74,2.05,0,0,0.14,0,0.14
