stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,1,0,0,0,0,4,65,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.13,0,0.28,0,0,0,0,0,0,0,0,0.56,0,0.28,1.13,0.28,1.97,0,0,0.28,0.56,3.66,3.66,0,0,0,3.1,0,0,0,0.28,0,0.28,0,0,0
21Day,0.37,0,4.81,12.95,0.37,1.85,0,1.48,0,0,3.7,0,0,1.11,12.58,0.37,1.48,1.48,20.35,4.44,0,0,0,0.37,3.7,5.55,0.37,0,0,4.81,0,0,0,0,0,0,0,0,4.44
3Month,0.52,4.68,13.21,51.07,0.1,0,1.66,0.94,0.42,24.86,98.61,0.1,16.02,78.95,6.66,381.33,2.18,4.78,62.62,8.43,2.08,0.1,3.02,2.29,1.04,0,4.47,0.62,0,0,2.91,0.1,5.82,0.42,0,0.1,1.56,3.54,20.6
22Month,0,12.71,7.52,31.16,0.27,0,0.68,0.55,0.27,24.32,103.99,6.56,33.48,27.33,12.44,186.25,0.96,1.5,56.3,7.38,0.27,1.23,2.32,0.14,0.55,0,5.06,0.41,0.27,0,0.82,0,0.68,1.78,0.68,0.14,0.55,0,9.43
