stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,4.51,0.28,0.56,0,0,0,0,0,0,0,0,0,0.28,67.64,0.28,1.69,0,0.56,0.28,0,11.56,4.23,0,0,4.51,0,0,0.56,0,0,0,0,0,0
21Day,3.33,0.74,1.11,156.13,0,8.14,0,2.59,0,0,0,1.85,0,5.18,2.22,5.92,745.89,2.59,11.84,0,0.37,2.22,0.37,17.02,8.88,0,0.74,7.77,5.18,0.37,1.48,2.22,5.18,0.74,0,0,2.96
3Month,0,0.62,0.52,40.57,0,0,0.1,0,0.42,0.31,0,1.25,0.62,0.1,0.83,0.52,1.25,0.21,0.42,0.1,0,0.42,0.42,0.1,0,0.21,0.1,0,0.42,4.78,0,0,0,0,0.1,1.04,0.1
22Month,0,2.32,6.42,17.08,0,0,0.68,0,0.14,0.68,0.55,6.42,0.14,0,0.55,0.14,3.14,0.82,5.47,0,0.41,0.27,0,0.55,0,0.14,0.14,0,0,0.96,0,0,0,0,0.27,0,0.14
